id,civilité,nom,prenom,département,circonscription,groupe_politique,email,sites,twitter,facebook,permanence,commissions,informations
"PA720952","M.","Taché","Aurélien","Val-d'Oise","10","La France insoumise - Nouveau Front Populaire","aurelien.tache@assemblee-nationale.fr","aurelien-tache.fr","@Aurelientache","Aurelien Taché-Député de la 10e circonscription du Val d'Oise","","Membre  de la Commission des affaires étrangères | ",""
"PA793382","M.","Taché de la Pagerie","Emmanuel","Bouches-du-Rhône","16","Rassemblement National","emmanuel.tachedelapagerie@assemblee-nationale.fr","","","emmanuel.delapagerie","5, Boulevard Georges Clemenceau 13200 Arles","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA736201","Mme","Taillé-Polian","Sophie","Val-de-Marne","11","Écologiste et Social","sophie.taille-polian@assemblee-nationale.fr","","","","16, Boulevard Paul Vaillant-Couturie 94800 Villejuif","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA794178","M.","Taite","Jean-Pierre","Loire","6","Droite Républicaine","jean-pierre.taite@assemblee-nationale.fr|taite.bonnefoy.assemblee@gmail.com","","@JPIerre_Taite","jeanpierre.taite","","Vice-président  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA719550","Mme","Tanguy","Liliana","Finistère","7","Ensemble pour la République","liliana.tanguy@assemblee-nationale.fr","www.lilianetanguy.en-marche.fr","@lilianatanguy","liliana.tanguy.9","12, Rue du Prat Résidence Pierre Pichavant 29120 Pont l'Abbé - Tél: 02 29 20 20 95","Membre  de la Commission des affaires étrangères | ",""
"PA795778","M.","Tanguy","Jean-Philippe","Somme","4","Rassemblement National","jean-philippe.tanguy@assemblee-nationale.fr","","@Jphtanguy","Jean-Philippe Tanguy","6, Rue du 14 juillet 80800 Corbie","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA793796","M.","Taupiac","David","Gers","2","Libertés, Indépendants, Outre-mer et Territoires","david.taupiac@assemblee-nationale.fr|davidtaupiac.permanence@gmail.com","","@davidtaupiac","david.taupiac","8, Rue des Armuriers 32100 Condom - Tél: 0562680955","Secrétaire  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA794106","Mme","Taurinya","Andrée","Loire","2","La France insoumise - Nouveau Front Populaire","andree.taurinya@assemblee-nationale.fr","","","","26, Rue de la Ville 42000 Saint-Étienne","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA794166","M.","Tavel","Matthias","Loire-Atlantique","8","La France insoumise - Nouveau Front Populaire","matthias.tavel@assemblee-nationale.fr","www.matthiastavel.fr","@MatthiasTavel","MatthiasTavelfr","57, Boulevard Victor Hugo 44600 Saint-Nazaire","Membre  de la Commission des affaires économiques | ",""
"PA794502","M.","Taverne","Michaël","Nord","12","Rassemblement National","michael.taverne@assemblee-nationale.fr","michaeltaverne2022.wordpress.com/","@TaverneMichael","MichaelTaverne12","15, Rue Roger Salengro 59620 Aulnoye-Aymeries - Tél: 03 59 21 01 15|4, Rue Georges Clemenceau 59730 Solesmes - Tél: 03 59 21 01 15","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA841713","M.","Tavernier","Boris","Rhône","2","Écologiste et Social","boris.tavernier@assemblee-nationale.fr","","@boris_tavernier","Boris Tavernier","","Membre de la commission des affaires économiques de la Commission des affaires économiques | ",""
"PA721584","M.","Terlier","Jean","Tarn","3","Ensemble pour la République","jean.terlier@assemblee-nationale.fr","","","","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA841553","M.","Tesson","Thierry","Nord","17","Rassemblement National","thierry.tesson@assemblee-nationale.fr|thierry.tesson.59@gmail.com","","","","70, Rue de la Cloche 59500 Douai","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA795920","Mme","Thevenot","Prisca","Hauts-de-Seine","8","Ensemble pour la République","prisca.thevenot@assemblee-nationale.fr","","@priscathevenot","","","Membre  de la Commission des affaires sociales | ",""
"PA841893","Mme","Thiébault-Martinez","Céline","Seine-et-Marne","9","Socialistes et apparentés","celine.thiebault-martinez@assemblee-nationale.fr","www.celinethiebaultmartinez.fr","@ThiebaultCeline","celinethiebaultmartinezdeputee","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA722336","M.","Thiébaut","Vincent","Bas-Rhin","9","Horizons & Indépendants","vincent.thiebaut@assemblee-nationale.fr","vincentthiebaut.fr/","@VincentThiebaut","VincentThiebaut","1, Place de Neubourg 67500 HAGUENAU - Tél: 0390593805","Secrétaire  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA643089","M.","Thiériot","Jean-Louis","Seine-et-Marne","3","Droite Républicaine","jean-louis.thieriot@assemblee-nationale.fr","","@JL_Thieriot","JLTHIERIOT","5, Place Colonel Fabien 77130 Montereau Fault Yonne - Tél: 01 64 32 02 81","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA793948","M.","Thierry","Nicolas","Gironde","2","Écologiste et Social","nicolas.thierry@assemblee-nationale.fr","nicolasthierry.fr","@nthierry","NicolasThierry.NTNA","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA719822","Mme","Thillaye","Sabine","Indre-et-Loire","5","Les Démocrates","sabine.thillaye@assemblee-nationale.fr","sabinethillaye.fr","@SabineThillaye","SabineThillaye","175 Bis, Boulevard Charles de Gaulle 37540 Saint-Cyr-sur-Loire","Vice-présidente  de la Commission de la défense nationale et des forces armées | ",""
"PA793816","Mme","Thomin","Mélanie","Finistère","6","Socialistes et apparentés","melanie.thomin@assemblee-nationale.fr","www.melaniethomin.bzh","@mel_thomin","@melthomin2022MelanieThominAN","6, Route de Landerneau 29590 Le Faou","Membre  de la Commission des affaires économiques | ",""
"PA793298","M.","Tivoli","Lionel","Alpes-Maritimes","2","Rassemblement National","lionel.tivoli@assemblee-nationale.fr","","@Lionel_Tivoli","LionelTivoli","","Membre  de la Commission des affaires économiques | ",""
"PA842299","M.","Tjibaou","Emmanuel","Nouvelle-Calédonie","2","Gauche Démocrate et Républicaine","emmanuel.tjibaou@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA840781","M.","Tonussi","Romain","Bouches-du-Rhône","8","Rassemblement National","romain.tonussi@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA607395","M.","Travert","Stéphane","Manche","3","Ensemble pour la République","permanence.stravert@gmail.com|stephane.travert@assemblee-nationale.fr","","@StTRAVERT","Stéphane-Travert-2017-256137114468103","11, Rue du Calvaire BP 23 50250 La Haye du Puits - Tél: 02 33 07 95 92","Membre  de la Commission des affaires économiques | ",""
"PA840685","M.","Trébuchet","Vincent","Ardèche","2","UDR","vincent.trebuchet@assemblee-nationale.fr|vincenttrebuchet.ardeche@gmail.com","","@Vt_Trebuchet","Vincent Trébuchet","","Membre  de la Commission des affaires étrangères | ",""
"PA795164","Mme","Trouvé","Aurélie","Seine-Saint-Denis","9","La France insoumise - Nouveau Front Populaire","aurelie.trouve@assemblee-nationale.fr","","@TrouveAurelie","Trouveaurelie","35, Avenue de Verdun 93230 Romainville","Présidente  de la Commission des affaires économiques | ",""
"PA722162","M.","Turquois","Nicolas","Vienne","4","Les Démocrates","nicolas.turquois@gmail.com|nicolas.turquois@assemblee-nationale.fr","www.nicolas-turquois.fr/","@TurquoisNicolas","@TurquoisNicolas"," BP 30826 F 86108 Châtellerault Cedex","Vice-président  de la Commission des affaires sociales | ",""
"PA719930","M.","Vallaud","Boris","Landes","3","Socialistes et apparentés","boris.vallaud@assemblee-nationale.fr","","@borisvallaud","","11, Place de Verdun 40500 Saint-Sever","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA795350","M.","Valletoux","Frédéric","Seine-et-Marne","2","Horizons & Indépendants","frederic.valletoux@assemblee-nationale.fr","","@fredvalletoux","Frederic Valletoux","","Président  de la Commission des affaires sociales | ",""
"PA795596","M.","Vannier","Paul","Val-d'Oise","5","La France insoumise - Nouveau Front Populaire","paul.vannier@assemblee-nationale.fr","","@PaulVannierFI","paulvannier","5, Rue Defresne Bast 95100 Argenteuil","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA794118","M.","Vermorel-Marques","Antoine","Loire","5","Droite Républicaine","antoine.vermorel@assemblee-nationale.fr|contact@antoinevermorel.fr","www.antoinevermorel.com","@antoinevermorel","","50, Rue Robert Barathon 42370 Renaison - Tél: 06 67 92 11 79","Membre  de la Commission des affaires économiques | ",""
"PA840809","M.","Verny","Gérault","Bouches-du-Rhône","14","UDR","gerault.verny@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794494","M.","Vicot","Roger","Nord","11","Socialistes et apparentés","roger.vicot@assemblee-nationale.fr|rvicot.depute5911@gmail.com","","","","781, Avenue de Dunkerque 59160 Lomme","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA722102","Mme","Vidal","Annie","Seine-Maritime","2","Ensemble pour la République","annie.vidal@assemblee-nationale.fr","","@Vidal7602","AnnieVidal76","77, Route de Paris 76240 Bonsecours","Vice-présidente  de la Commission des affaires sociales | ",""
"PA607090","M.","Vigier","Jean-Pierre","Haute-Loire","2","Droite Républicaine","jean-pierre.vigier@assemblee-nationale.fr","","@j_pVigier","VigierJP","12, Avenue Clément Charbonnier 43000 Le-Puy-en-Velay","Vice-président  de la Commission des affaires économiques | ",""
"PA331582","M.","Vigier","Philippe","Eure-et-Loir","4","Les Démocrates","philippe.vigier@assemblee-nationale.fr","","","","27, Rue du maréchal Lyautey 28200 Châteaudun - Tél: 02 37 45 28 24","Membre  de la Commission des affaires sociales | ",""
"PA719512","Mme","Vignon","Corinne","Haute-Garonne","3","Ensemble pour la République","permanence@corinnevignon.fr|corinne.vignon@assemblee-nationale.fr","www.corinnevignon.fr","@corinnevignon","CorinneVignonDeputee","12 bis, Chemin Mal Clabel 31500 TOULOUSE - Tél: 0561278894","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA794946","M.","Villedieu","Antoine","Haute-Saône","1","Rassemblement National","antoine.villedieu@assemblee-nationale.fr","","@villedieu_a","Villedieu.a","17, Rue du Commandant Girardot 70000 Vesoul","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA795026","Mme","Violland","Anne-Cécile","Haute-Savoie","5","Horizons & Indépendants","anne-cecile.violland@assemblee-nationale.fr","","@annececilevio","Anne-Cécile VIOLLAND","16, Rue Vallon 74200 Thonon-les-Bains","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA721474","M.","Viry","Stéphane","Vosges","1","Libertés, Indépendants, Outre-mer et Territoires","contact@stephaneviry.fr|stephane.viry@assemblee-nationale.fr","","","","29, Avenue Gambetta 88000 Epinal - Tél: 03 29 29 29 60","Membre  de la Commission des affaires sociales | ",""
"PA721170","M.","Vojetta","Stéphane","Français établis hors de France","5","Ensemble pour la République","stephane.vojetta@assemblee-nationale.fr","stephane-vojetta.com","@StephaneVojetta","stephanevojettaofficiel","","Membre  de la Commission des affaires économiques | ",""
"PA841575","M.","Vos","Frédéric-Pierre","Oise","5","Rassemblement National","fredericpierre.vos@assemblee-nationale.fr","","@Fredericvo79738","Frédéric Pierre Vos","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA2940","Mme","Voynet","Dominique","Doubs","2","Écologiste et Social","dominique.voynet@assemblee-nationale.fr","","","","19, Rue Charles Krug 25000 Besancon","Membre  de la Commission des affaires étrangères | ",""
"PA793194","M.","Vuibert","Lionel","Ardennes","1","Non inscrit","lionel.vuibert@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA2952","M.","Warsmann","Jean-Luc","Ardennes","3","Libertés, Indépendants, Outre-mer et Territoires","jean-luc.warsmann@assemblee-nationale.fr","","","","11, Rue Carnot 08200 Sedan - Tél: 03 24 27 13 37","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA267285","M.","Wauquiez","Laurent","Haute-Loire","1","Droite Républicaine","laurent.wauquiez@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA841479","M.","Weber","Frédéric","Meurthe-et-Moselle","3","Rassemblement National","frederic.weber@assemblee-nationale.fr","","","","64, Rue Sainte-Caroline 54240 Joeuf","Membre  de la Commission des affaires économiques | ",""
"PA720992","M.","William","Jiovanny","Martinique","1","Socialistes et apparentés","jiovanny.william@assemblee-nationale.fr","","","","4, Rue Henri Hauze 97231 Le Robert","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA2960","M.","Woerth","Éric","Oise","4","Ensemble pour la République","eric.woerth@orange.fr|eric.woerth@assemblee-nationale.fr","","@ericwoerth","ewoerth","12, Rue de Villevert 2ème étage 60300 Senlis - Tél: 03 44 55 13 13","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA795046","Mme","Yadan","Caroline","Français établis hors de France","8","Ensemble pour la République","caroline.yadan@assemblee-nationale.fr","carolineyadan.fr","","","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA796078","Mme","Youssouffa","Estelle","Mayotte","1","Libertés, Indépendants, Outre-mer et Territoires","estelle.youssouffa@assemblee-nationale.fr","","@DeputeeEstelle","www.facebook.com/EstelleYoussouffaDeputee","","Secrétaire  de la Commission des affaires étrangères | ",""

